,revisions,edited pages,revisions/page,mean contribution,first activity,last activity
Legobot III,12,11,1.09090909091,0.000343212425443,2009-05-18 00:00:47,2009-10-16 00:04:54
AMbot,12,12,1.0,0.00186334628566,2007-06-07 02:36:53,2007-12-17 04:44:10
Ugur Basak Bot,11,11,1.0,0.00115785361679,2006-01-04 19:16:35,2006-08-19 23:49:43
Mathbot,11,9,1.22222222222,0.00155808840985,2005-04-15 02:12:25,2005-11-19 22:24:22
NongBot,11,11,1.0,0.000743415511308,2006-02-22 22:52:07,2007-01-05 18:09:05
DPL bot,11,7,1.57142857143,0.00244996019756,2011-10-27 04:35:13,2014-10-26 09:02:18
Snaevar-bot,10,10,1.0,0.00128027482365,2011-07-01 23:27:39,2011-08-18 21:06:55
Sahimrobot,10,8,1.25,0.00122400434703,2011-05-24 21:51:27,2012-08-20 01:43:40
WouterBot,10,9,1.11111111111,0.00166117286162,2005-05-05 19:13:46,2005-05-15 15:33:10
NinjaRobotPirate,10,6,1.66666666667,0.0018294419539,2013-10-14 01:55:29,2015-03-09 09:05:08
MSBOT,10,8,1.25,0.00103706836858,2006-09-03 09:48:35,2012-06-10 19:42:32
RobotJcb,9,9,1.0,0.000723642218131,2005-12-07 23:26:02,2008-04-30 23:05:54
Bottesini,9,8,1.125,0.000324416139795,2006-05-12 19:39:04,2006-12-10 20:29:38
PbBot,9,9,1.0,0.0054066950289,2008-01-20 01:13:16,2008-01-28 04:14:27
Mentibot,9,8,1.125,0.0100860222591,2010-08-11 22:27:47,2013-01-30 22:57:41
MadmanBot,9,9,1.0,0.000478573545377,2007-08-03 19:53:55,2009-08-07 04:45:41
Pathosbot,9,9,1.0,0.00173024175474,2006-10-05 22:25:13,2006-10-06 01:01:35
Mulder416sBot,9,9,1.0,0.000939540592797,2006-04-02 08:09:19,2006-10-16 00:32:18
Tawkerbot,9,6,1.5,0.000950823705124,2006-04-02 02:19:39,2006-10-01 22:16:40
El bot de la dieta,9,9,1.0,0.00241248887907,2007-12-22 23:18:42,2008-04-01 18:08:15
XZeroBot,9,9,1.0,0.00163992914161,2008-12-27 11:40:13,2011-01-26 16:25:25
Rameshngbot,9,8,1.125,0.000762313238536,2009-06-06 12:26:27,2009-08-23 05:21:47
Ken123BOT,9,9,1.0,0.00190064514221,2007-07-06 14:48:12,2007-09-23 17:50:12
Sodabottle,9,9,1.0,0.00103409004736,2010-12-03 05:43:39,2013-01-06 17:06:57
ArticlesForCreationBot,9,4,2.25,0.0370585099294,2011-11-15 20:17:49,2013-05-01 02:08:50
Theo's Little Bot,9,6,1.5,0.00348355172287,2013-05-13 00:01:58,2013-06-03 00:04:04
M7bot,9,9,1.0,0.000698219177562,2005-08-12 22:51:40,2005-08-16 15:25:05
ElMeBot,8,8,1.0,0.000650553087204,2008-03-07 11:26:17,2009-06-13 23:02:51
JabbaTheBot,8,8,1.0,0.00116346426484,2007-05-20 10:38:39,2007-06-13 07:57:34
FiriBot,8,8,1.0,0.00136454197616,2008-05-02 18:20:48,2008-06-18 19:34:05
CrimsonBot,8,8,1.0,0.00487461575354,2010-05-06 06:19:25,2013-01-12 10:29:49
G-Bot,8,8,1.0,0.0025403659442,2006-01-06 18:23:19,2006-01-16 07:02:18
BepBot,8,8,1.0,0.00203809379815,2008-05-02 10:34:26,2010-10-31 22:45:43
KLBot2,8,8,1.0,0.0196864746967,2012-07-05 00:17:33,2013-04-23 14:55:01
LatitudeBot,8,8,1.0,0.00433074757438,2008-04-01 13:41:12,2009-06-14 10:56:15
Ginbot86,8,5,1.6,0.00084141355901,2008-08-25 04:38:15,2010-11-29 23:27:37
GnawnBot,8,8,1.0,0.0025662899512,2008-10-25 03:41:01,2009-04-19 15:55:59
SpellBott,7,7,1.0,0.00125189127956,2004-01-01 10:52:07,2004-01-21 08:41:00
The Anomebot2,7,3,2.33333333333,0.0146007808527,2008-12-03 16:13:15,2014-10-25 23:25:35
Botev,7,7,1.0,0.00250432290239,2008-04-26 23:28:45,2009-10-12 08:56:35
Fluxbot,7,7,1.0,0.00941788134441,2006-07-07 04:52:51,2014-12-31 02:39:29
RscprinterBot,7,7,1.0,0.00403811832781,2011-11-26 10:21:01,2015-03-14 12:01:38
WikiDreamer Bot,7,7,1.0,0.00273982915629,2008-07-16 17:05:01,2008-08-06 07:20:41
WarddrBOT,7,7,1.0,0.0145257338424,2007-05-27 11:24:00,2012-04-12 01:51:04
Xenobot,7,7,1.0,0.00120473670347,2009-01-24 01:35:59,2009-01-24 02:34:54
MenoBot,7,7,1.0,0.00222461210512,2008-10-03 15:23:04,2014-08-01 09:10:31
Huzzlet the bot,7,6,1.16666666667,0.000645688975377,2006-12-10 01:41:40,2010-03-31 23:36:47
Lucasbfrbot,7,6,1.16666666667,0.00190070575963,2009-01-31 13:51:04,2010-02-25 07:24:53
Water Bottle,7,5,1.4,0.000736283121972,2005-06-23 18:54:10,2005-12-21 21:13:22
CeraBot,7,7,1.0,0.00195222969342,2012-04-18 16:05:42,2012-06-21 16:33:44
CobraBot,7,6,1.16666666667,0.00871871873413,2009-09-24 18:08:24,2010-01-13 09:56:57
ZhBot,6,6,1.0,0.00239392234883,2009-10-28 23:36:46,2009-11-08 01:06:15
ChandlerMapBot,6,6,1.0,0.00272148568306,2007-10-25 11:20:19,2008-04-04 15:11:01
Juliantalbot,6,1,6.0,0.00598205383848,2011-11-26 19:31:20,2011-11-30 22:32:50
Adlerbot,6,6,1.0,0.00172017403657,2009-07-06 16:51:50,2010-04-16 07:43:33
GZ-Bot,6,6,1.0,0.00119760216212,2011-07-07 08:17:29,2012-04-03 19:02:37
Sagabot,6,5,1.2,0.00197828194599,2006-09-26 17:40:53,2007-02-26 17:19:18
CorenSearchBot,6,6,1.0,0.0280442838795,2007-12-04 00:59:46,2011-06-09 21:50:29
BenjBot,6,6,1.0,0.00141922234803,2004-09-19 20:23:39,2007-01-03 23:47:26
Gnome (Bot),6,6,1.0,0.0117674258235,2006-09-19 06:00:44,2006-09-30 03:07:39
Farbotron,6,2,3.0,0.000981626252881,2006-07-24 20:32:34,2008-12-17 06:44:56
McM.bot,6,6,1.0,0.0088426196233,2007-04-01 21:14:12,2008-05-15 12:02:38
718 Bot,6,4,1.5,0.00081949391372,2008-07-21 16:08:48,2009-07-02 14:01:24
MrVanBot,6,5,1.2,0.00324761428487,2008-04-22 11:31:28,2009-09-01 23:07:05
Zxabot,6,6,1.0,0.0113112611783,2008-09-30 00:51:31,2008-11-08 16:49:53
Obotlig,6,4,1.5,0.000609880441723,2012-06-02 21:15:44,2014-12-15 18:15:04
GurchBot,6,6,1.0,0.000861158297218,2006-07-19 18:46:26,2006-10-24 11:28:58
Razibot,6,6,1.0,0.00125324602659,2012-10-09 23:52:07,2013-02-11 20:46:00
AmeliorationBot,6,6,1.0,0.00737710511952,2008-07-24 13:33:06,2008-08-31 05:43:37
Bothell130,6,2,3.0,0.000745782271542,2006-12-17 04:06:12,2006-12-18 19:48:25
R-Bot6,5,1,5.0,0.00116306117702,2012-05-23 03:57:26,2012-05-23 19:29:43
PNG crusade bot,5,5,1.0,0.000922673177192,2007-03-06 04:33:09,2007-08-21 22:26:00
BendelacBOT,5,4,1.25,0.00356863035611,2011-08-29 06:48:33,2012-05-29 13:36:49
Ginosbot,5,5,1.0,0.00242770061149,2008-05-08 18:50:51,2008-10-11 21:01:44
Android Mouse Bot 3,5,5,1.0,0.00097970253916,2007-05-25 03:46:31,2007-05-25 19:15:56
WuBot,5,5,1.0,0.00699615429545,2008-06-14 23:59:28,2008-06-19 17:21:26
Harej bot,5,5,1.0,0.00152924377238,2006-04-07 22:43:19,2009-09-02 19:44:55
Metalrobot,5,3,1.66666666667,0.000350860908236,2006-06-09 16:12:31,2007-08-25 20:32:13
UgenBot,5,5,1.0,0.000782360493613,2004-05-19 00:13:16,2006-08-05 20:23:31
EjsBot,5,5,1.0,0.00169592040947,2008-03-31 04:25:29,2008-04-26 00:24:59
DisambigBot,5,5,1.0,0.00116591001833,2005-11-04 18:27:25,2006-01-16 21:26:21
PlankBot,5,5,1.0,0.00110298502868,2008-06-15 03:03:52,2008-11-27 13:30:06
Kal-El-Bot,5,5,1.0,0.00137803199197,2008-02-03 18:08:41,2008-10-11 15:48:35
SoxBot,5,4,1.25,0.00732453059741,2009-08-16 11:17:38,2010-12-11 00:44:47
Botwen,5,2,2.5,0.000826271525121,2008-02-11 18:58:10,2008-03-24 13:01:08
Lovingboth,5,1,5.0,0.00111931945377,2006-08-09 15:57:14,2006-10-09 13:01:31
RaptureBot,4,4,1.0,0.000605087059014,2010-06-13 03:58:37,2010-06-14 08:41:55
TestEditBot,4,4,1.0,0.000851142895301,2008-08-04 11:06:38,2008-08-16 04:05:54
Le Pied-bot,4,4,1.0,0.0120117918097,2007-06-17 13:14:02,2007-12-25 03:19:54
Lordkinbote,4,2,2.0,0.00177909380164,2006-05-19 14:40:02,2006-09-15 21:52:20
Brerrobot,4,1,4.0,0.00142399430402,2011-12-17 04:12:14,2011-12-17 04:19:11
COBot,4,4,1.0,0.00404706600106,2007-08-13 17:23:44,2007-08-15 21:17:51
TARBOT,4,4,1.0,0.00132618268057,2006-08-13 05:55:19,2006-12-21 10:53:22
MarshBot,4,4,1.0,0.0200044993843,2006-09-27 14:51:50,2006-11-01 14:56:29
Plasticbot,4,4,1.0,0.00244348197799,2008-08-13 00:42:12,2008-09-03 18:26:33
Saboteur,4,3,1.33333333333,0.000239970880089,2005-09-25 03:58:54,2006-03-23 21:34:24
Janna Isabot,4,4,1.0,0.00051143399745,2004-09-18 16:30:11,2004-09-19 00:31:21
SteenthIWbot,4,4,1.0,0.00317506384925,2012-10-10 06:59:35,2013-01-21 23:19:55
OgreBot,4,3,1.33333333333,0.00181646323089,2011-12-02 21:17:30,2012-12-05 02:56:22
SantoshBot,4,4,1.0,0.000299447727047,2012-12-21 14:51:54,2013-01-16 15:15:45
Bottswood,4,1,4.0,0.00302800908403,2006-07-30 20:51:34,2006-07-31 02:10:51
Botrieches Aurifer,4,1,4.0,0.0645161290323,2014-11-14 14:06:06,2014-11-14 14:17:16
Ljubotard,4,1,4.0,0.000930448941614,2006-12-19 00:07:31,2006-12-19 14:41:19
Blood Oath Bot,4,4,1.0,0.00431628545735,2006-12-14 01:31:37,2007-08-14 14:28:02
EleferenBot,4,4,1.0,0.00937976327175,2012-04-29 18:52:20,2012-07-24 17:54:58
Byrialbot,4,4,1.0,0.000512681650065,2007-07-02 00:42:48,2007-08-03 21:35:55
WikiBotas,4,4,1.0,0.00218865697514,2007-07-21 18:37:40,2008-07-10 12:52:18
Vini 17bot5,4,4,1.0,0.00729886779887,2008-08-06 20:21:21,2008-11-23 15:39:50
StigBot,4,4,1.0,0.00580699985736,2008-06-18 00:03:30,2008-09-30 06:13:00
Robotico,4,3,1.33333333333,0.011235986236,2006-02-21 22:32:51,2006-07-12 14:16:03
VP-bot,4,4,1.0,0.00176819848289,2009-09-25 15:15:29,2011-11-01 22:49:42
PhD-Econobot,4,4,1.0,0.000838377883968,2005-10-11 12:10:27,2005-10-14 03:13:47
Rcabbott,4,2,2.0,0.0239893254599,2004-07-22 04:35:05,2004-08-30 06:38:33
DirlBot,3,3,1.0,0.000560218623928,2009-01-12 21:01:58,2009-03-17 12:52:01
MahdiBot,3,3,1.0,0.000772835316818,2012-12-27 16:54:13,2013-01-17 09:49:20
Botiffity,3,3,1.0,0.00162999136438,2009-08-10 00:52:42,2009-08-10 04:04:48
Pokbot,3,3,1.0,0.0150251410187,2010-10-20 20:35:21,2010-12-01 21:15:46
The Anomebot,3,2,1.5,0.000707564839911,2003-09-05 20:52:03,2003-09-06 20:45:07
Citation bot 4,3,3,1.0,0.00127907705007,2009-05-14 22:30:42,2014-02-02 16:58:56
Citation bot 2,3,2,1.5,0.000472781969294,2011-04-03 09:15:30,2014-01-19 16:40:37
ABot,3,3,1.0,0.00150360669188,2005-09-03 02:17:00,2006-01-26 20:30:09
Wybot,3,3,1.0,0.00109143308253,2007-09-18 09:44:19,2008-05-10 15:31:22
FANSTARbot,3,3,1.0,0.000922771837548,2006-12-15 20:58:06,2007-03-31 16:33:19
Peti610botH,3,3,1.0,0.00154721583748,2008-07-17 17:10:16,2008-12-27 07:49:03
Boticario,3,2,1.5,0.00187257238099,2007-01-10 08:31:21,2008-10-20 12:24:45
AmphBot,3,3,1.0,0.000735399265414,2009-06-16 20:26:07,2009-07-09 10:40:32
Robotcom33,3,3,1.0,0.00086464307991,2008-11-19 13:47:08,2008-11-19 13:51:41
AZatBot,3,3,1.0,0.000582618974925,2008-04-23 19:05:22,2008-05-30 21:18:18
Naudefjbot,3,3,1.0,0.000758590404418,2008-10-18 09:42:10,2013-01-14 06:33:55
Seedbot,3,3,1.0,0.00336209726604,2007-06-25 17:30:56,2007-07-25 13:20:21
Truebott,3,2,1.5,0.000447741799793,2007-07-31 19:48:23,2007-12-10 16:26:31
Liquid-aim-bot,3,3,1.0,0.00294136123923,2007-02-25 00:51:02,2007-02-25 22:47:45
PolarBot,3,3,1.0,0.00681074371598,2007-05-15 22:23:59,2007-09-09 20:42:37
Hazard-Bot,3,3,1.0,0.00145918211468,2012-06-09 04:22:30,2013-05-29 00:22:54
TheRobot Vegetable,3,2,1.5,0.00128800828177,2014-02-02 19:15:13,2014-02-02 19:39:23
LivingBot,3,3,1.0,0.0380271998705,2009-01-12 11:08:56,2009-01-25 21:23:22
Ganeshbot,3,2,1.5,0.000729886342119,2006-04-05 06:04:37,2006-10-25 03:12:27
AmaraBot,3,3,1.0,0.00028350312128,2011-01-01 04:50:26,2011-01-03 21:40:17
Turboteddy,3,1,3.0,0.00710900473934,2008-05-21 19:10:44,2008-05-21 20:24:28
Botx,3,3,1.0,0.00379697282349,2007-04-12 17:43:25,2007-04-19 00:33:56
Caypartisbot,3,3,1.0,0.000357812083695,2011-11-21 22:28:16,2011-11-25 11:05:34
IMeowbot,3,3,1.0,0.000407557273948,2005-04-15 05:33:22,2006-05-16 15:08:59
GA bot,3,3,1.0,0.000828423634818,2011-10-31 19:49:23,2013-08-25 19:17:55
ImageTagBot,3,3,1.0,0.00608519686822,2009-06-07 14:47:14,2009-09-17 04:24:46
Josvebot,3,3,1.0,0.000272657161242,2013-12-01 00:21:59,2014-08-19 16:50:22
Nono le petit robot,3,3,1.0,0.00186859338591,2007-04-17 00:58:12,2007-04-18 04:49:13
Maksim-bot,3,3,1.0,0.00429032591168,2009-09-05 11:01:07,2010-02-13 15:37:50
Ficbot,2,2,1.0,0.00259067357513,2008-05-24 15:10:34,2008-05-24 15:10:34
Eivindbot,2,2,1.0,0.00523523309051,2008-05-20 20:19:17,2008-05-21 02:12:25
SpillingBot,2,2,1.0,0.00179382093317,2008-04-14 21:50:41,2008-07-01 23:00:07
Atomobot,2,2,1.0,0.000261964632673,2006-03-18 22:39:07,2006-03-18 23:57:54
DcoetzeeBot,2,2,1.0,0.00141212607566,2004-07-30 04:22:34,2004-07-30 06:59:36
Eowbotm2,2,1,2.0,0.000319386777387,2006-11-28 16:28:06,2006-11-28 16:29:24
DinoBot,2,2,1.0,0.001866359447,2006-09-16 03:00:54,2006-11-21 01:46:47
Edwardspec TalkBot,2,2,1.0,0.00207574609723,2006-08-19 20:24:33,2006-08-19 20:24:49
Tabbott,2,1,2.0,0.0123456790123,2006-09-02 12:19:49,2006-09-02 12:20:13
KingAbbott16,2,1,2.0,0.000925069380204,2010-02-09 16:23:30,2010-02-09 16:35:20
STBotT,2,2,1.0,0.0270562770563,2007-02-19 15:24:49,2007-02-19 20:59:51
NodBot,2,2,1.0,0.0168335419274,2011-10-23 09:27:26,2012-02-29 16:59:08
VsBot,2,2,1.0,0.000379470988889,2007-08-19 19:44:00,2007-09-14 12:37:11
Lovearobot,2,1,2.0,0.00995024875622,2010-06-26 17:20:02,2010-06-26 17:22:14
Android Mouse Bot,2,2,1.0,0.000946323979369,2007-08-10 03:00:58,2007-08-10 03:01:13
UnCatBot,2,2,1.0,0.0198412698413,2008-01-14 02:12:03,2009-02-21 03:10:11
XyBot,2,2,1.0,0.00174960322805,2006-08-29 12:59:25,2006-08-29 14:15:26
KarBOT,2,2,1.0,0.00260494010494,2006-09-17 00:31:39,2006-09-17 16:10:47
Turbotong,2,1,2.0,0.000171408981831,2006-07-21 15:45:55,2006-07-21 15:47:44
SwiftBot,2,2,1.0,0.000735981402358,2006-08-22 23:02:25,2009-02-23 10:25:29
HarrivBOT,2,2,1.0,0.00573281445965,2008-01-24 22:39:24,2009-06-05 14:12:10
BotheredByBees,2,1,2.0,0.00498753117207,2012-09-30 22:17:32,2012-09-30 22:19:28
CactusBot,2,2,1.0,0.0015923035881,2010-12-06 18:15:23,2010-12-08 11:39:01
RobotQuistnix,2,2,1.0,0.000824401520796,2010-10-13 23:15:29,2010-10-14 04:50:48
RiseRobotRise,2,1,2.0,0.0016393442623,2008-03-03 10:58:07,2008-03-03 11:00:51
Jon Abbott,2,2,1.0,0.00142857142857,2005-10-29 14:37:48,2005-10-29 14:37:48
Somnabot,2,1,2.0,0.000225301340543,2006-07-11 04:59:41,2006-07-11 05:01:03
Botibacsi,2,1,2.0,0.000286697247706,2006-02-06 20:00:14,2006-02-06 20:01:08
EnzaiBot,2,2,1.0,0.00823131925726,2012-04-11 16:32:10,2012-04-12 18:41:45
StanfordLinkBot,2,2,1.0,0.00103165136509,2015-02-08 08:50:59,2015-02-08 09:00:08
Vessbot,2,1,2.0,0.000693721817551,2004-12-29 23:55:46,2004-12-30 00:07:19
Mbotee,2,1,2.0,0.000405186385737,2011-08-27 20:38:25,2011-08-27 20:39:22
SamuraiBot,2,2,1.0,0.00101736400737,2008-08-17 07:01:33,2008-12-14 19:05:18
NobelBot,2,2,1.0,0.000260750159604,2009-03-11 16:05:56,2009-03-16 12:30:34
Chris G Bot,2,2,1.0,0.000679102927808,2009-12-29 00:21:55,2010-05-24 00:22:30
Albambot,2,2,1.0,0.0066797450601,2008-09-21 01:19:39,2008-11-21 10:58:35
Manubot,2,2,1.0,0.000577726061207,2011-02-11 12:27:49,2011-02-24 17:23:44
Antischmitzbot,2,1,2.0,0.014598540146,2007-03-23 02:22:59,2007-03-23 02:27:10
Halibott,2,2,1.0,0.00237573099415,2006-09-19 21:00:42,2006-10-20 05:43:55
TottyBot,2,2,1.0,0.000740870037431,2007-01-14 07:22:00,2007-02-11 07:36:45
H92Bot,2,2,1.0,0.0104888145848,2008-05-13 12:46:24,2008-05-30 11:19:13
ChessBOT,2,2,1.0,0.000733448650115,2011-06-16 13:20:23,2011-06-23 11:52:17
MenasimBot,2,2,1.0,0.00373295495633,2008-01-28 13:27:50,2008-05-25 13:24:21
Botend,2,2,1.0,0.00121506682868,2011-09-14 23:49:54,2011-09-14 23:49:54
Slobot,2,2,1.0,0.000213971162492,2007-09-14 17:34:51,2008-05-14 15:49:45
Kisbesbot,2,2,1.0,0.000875401709538,2008-05-22 10:05:09,2008-06-11 11:30:41
TuvicBot,2,2,1.0,0.000674033821855,2007-01-10 20:13:27,2007-05-01 18:11:37
Riccardobot,2,2,1.0,0.000195902379385,2006-11-29 08:42:03,2006-11-30 09:19:27
Robot Revery,2,1,2.0,0.000338638672536,2008-12-23 04:21:50,2008-12-23 04:24:44
Planktonbot,2,2,1.0,0.00025313082867,2006-07-16 02:02:39,2006-07-16 03:12:36
Chartbot,2,1,2.0,0.00308641975309,2013-03-17 02:00:58,2013-03-23 22:45:37
Pegasusbot,2,2,1.0,0.000252182788543,2006-03-25 07:30:57,2006-03-25 07:32:20
CopyToWiktionaryBot,2,2,1.0,0.0192328042328,2007-02-09 05:24:21,2007-03-24 04:40:39
Hamubotar,2,2,1.0,0.000406669377796,2009-06-24 01:17:53,2009-06-24 01:17:53
MercuryBot,2,2,1.0,0.00015010283648,2007-02-26 06:07:13,2007-02-26 23:18:35
Kwjbot,2,2,1.0,0.000298569405708,2008-08-02 10:16:45,2009-01-28 01:31:33
Scrobotovici,1,1,1.0,0.000444642063139,2014-01-18 00:07:16,2014-01-18 00:07:16
Turbotape,1,1,1.0,0.000822368421053,2011-11-15 19:27:33,2011-11-15 19:27:33
TVT-bot,1,1,1.0,0.001443001443,2010-01-05 09:46:43,2010-01-05 09:46:43
J Milburn Bot,1,1,1.0,0.00198412698413,2008-07-12 20:20:13,2008-07-12 20:20:13
Jean-marc.bottazzi,1,1,1.0,0.000498256103637,2012-02-23 04:40:37,2012-02-23 04:40:37
Eyabbott,1,1,1.0,0.00082304526749,2008-06-11 06:19:53,2008-06-11 06:19:53
Bombot,1,1,1.0,0.000166444740346,2006-10-25 19:16:41,2006-10-25 19:16:41
Imarobot22,1,1,1.0,0.000610500610501,2014-01-25 11:20:43,2014-01-25 11:20:43
Beefybot,1,1,1.0,0.000346260387812,2006-07-06 21:55:43,2006-07-06 21:55:43
Innocent iwbot,1,1,1.0,0.0014880952381,2012-10-05 07:49:52,2012-10-05 07:49:52
BrokenAnchorBot,1,1,1.0,0.0212765957447,2010-07-18 06:33:34,2010-07-18 06:33:34
TaptheBottle,1,1,1.0,0.000307692307692,2009-08-27 02:31:06,2009-08-27 02:31:06
Homobot,1,1,1.0,0.00120336943442,2008-12-03 10:52:17,2008-12-03 10:52:17
Norobotdiving,1,1,1.0,0.00170648464164,2010-02-10 14:17:03,2010-02-10 14:17:03
OrBot,1,1,1.0,0.00172711571675,2007-10-07 06:21:08,2007-10-07 06:21:08
AswnBot,1,1,1.0,0.00143061516452,2012-03-10 07:34:46,2012-03-10 07:34:46
Botsxng,1,1,1.0,0.00190114068441,2015-04-01 20:55:02,2015-04-01 20:55:02
AntiAbuseBot,1,1,1.0,0.000359324469996,2009-02-03 03:22:06,2009-02-03 03:22:06
Amolbot,1,1,1.0,0.00021404109589,2012-05-03 15:25:08,2012-05-03 15:25:08
DimetroBot,1,1,1.0,0.00149700598802,2011-09-23 20:41:47,2011-09-23 20:41:47
Gtalbot,1,1,1.0,0.000188786105343,2006-11-20 12:43:54,2006-11-20 12:43:54
Mrroboto2007,1,1,1.0,0.000229673863114,2007-03-05 16:31:53,2007-03-05 16:31:53
Bottyhunter,1,1,1.0,0.000379650721336,2008-03-23 13:10:26,2008-03-23 13:10:26
MandelBot,1,1,1.0,0.0153846153846,2009-04-24 16:33:00,2009-04-24 16:33:00
TedderBot,1,1,1.0,0.0204081632653,2013-04-11 23:42:14,2013-04-11 23:42:14
Mairibot,1,1,1.0,0.00662251655629,2005-11-11 07:00:03,2005-11-11 07:00:03
EvilRobot69,1,1,1.0,0.00584795321637,2008-03-23 07:54:17,2008-03-23 07:54:17
VeblenBot,1,1,1.0,0.000307692307692,2007-08-31 02:41:22,2007-08-31 02:41:22
KarlsenBot,1,1,1.0,0.00735294117647,2010-10-27 09:32:06,2010-10-27 09:32:06
Turbothy,1,1,1.0,0.0047619047619,2007-03-26 21:51:56,2007-03-26 21:51:56
Killbot2006,1,1,1.0,0.000109926349346,2006-02-25 04:05:35,2006-02-25 04:05:35
LawBot,1,1,1.0,0.00243902439024,2009-10-09 07:46:26,2009-10-09 07:46:26
HackedBotato,1,1,1.0,0.00038240917782,2015-02-07 06:26:36,2015-02-07 06:26:36
Scott botham in real life,1,1,1.0,0.000664451827243,2010-10-07 21:18:07,2010-10-07 21:18:07
Luuvabot,1,1,1.0,0.000167420056923,2008-10-28 17:40:50,2008-10-28 17:40:50
Bot0004,1,1,1.0,0.000250375563345,2006-05-24 20:15:06,2006-05-24 20:15:06
Beau.bot,1,1,1.0,0.015625,2010-01-01 19:04:38,2010-01-01 19:04:38
ZadBot,1,1,1.0,0.000189825360668,2013-03-05 17:44:33,2013-03-05 17:44:33
Kotis the botis,1,1,1.0,0.000664451827243,2014-03-13 13:28:24,2014-03-13 13:28:24
HairBot,1,1,1.0,0.00793650793651,2012-11-11 18:37:06,2012-11-11 18:37:06
Botsjeh,1,1,1.0,0.000390167772142,2012-04-17 13:28:57,2012-04-17 13:28:57
WikiBot,1,1,1.0,0.000143348623853,2006-10-31 02:35:29,2006-10-31 02:35:29
HujiBot,1,1,1.0,0.00130718954248,2007-08-21 14:11:20,2007-08-21 14:11:20
Paucabot,1,1,1.0,0.000797448165869,2007-10-19 17:24:57,2007-10-19 17:24:57
RobotEater,1,1,1.0,0.000262260687123,2007-06-23 00:45:57,2007-06-23 00:45:57
MelancholieBot,1,1,1.0,0.000143287003869,2006-10-04 01:02:33,2006-10-04 01:02:33
Mboto,1,1,1.0,0.000474833808167,2010-01-10 11:11:17,2010-01-10 11:11:17
Botodo,1,1,1.0,0.00109289617486,2008-03-16 00:40:27,2008-03-16 00:40:27
Helsabott,1,1,1.0,0.000112650670271,2011-12-29 03:32:17,2011-12-29 03:32:17
TypoBot,1,1,1.0,0.0147058823529,2007-06-27 15:12:10,2007-06-27 15:12:10
Andrewrabbott,1,1,1.0,0.000571102227299,2011-11-04 14:57:30,2011-11-04 14:57:30
Bgbot,1,1,1.0,0.000278940027894,2004-10-31 22:15:36,2004-10-31 22:15:36
DarknessBot,1,1,1.0,0.0277777777778,2009-04-24 04:50:58,2009-04-24 04:50:58
Botanical nomi,1,1,1.0,0.0036231884058,2010-06-16 06:55:20,2010-06-16 06:55:20
MauchoBot,1,1,1.0,0.000346260387812,2011-05-30 02:56:22,2011-05-30 02:56:22
Eowbotm34,1,1,1.0,0.000159693388694,2008-02-21 02:58:49,2008-02-21 02:58:49
RobotDjuret,1,1,1.0,0.00279329608939,2014-02-22 11:08:37,2014-02-22 11:08:37
Austin Sextius Arctic Robot,1,1,1.0,0.00025779840165,2010-11-05 21:28:53,2010-11-05 21:28:53
Bottlebrush,1,1,1.0,0.00153846153846,2007-03-19 11:29:12,2007-03-19 11:29:12
Guanabot2,1,1,1.0,0.000260824204486,2005-09-01 23:30:02,2005-09-01 23:30:02
KevinBot,1,1,1.0,0.000273822562979,2004-08-16 15:57:17,2004-08-16 15:57:17
AndreasJSbot,1,1,1.0,0.000244678248104,2008-01-19 15:44:06,2008-01-19 15:44:06
Autobot Ninja,1,1,1.0,0.000498256103637,2006-08-25 08:29:44,2006-08-25 08:29:44
Limbotoy,1,1,1.0,0.000737463126844,2011-07-19 15:37:33,2011-07-19 15:37:33
DCBotTrick,1,1,1.0,0.000143348623853,2011-05-20 20:50:26,2011-05-20 20:50:26
ToddYbboT,1,1,1.0,0.00210526315789,2006-08-23 13:39:21,2006-08-23 13:39:21
Pornbott,1,1,1.0,0.00025779840165,2009-09-01 18:18:49,2009-09-01 18:18:49
Egmontbot,1,1,1.0,0.0002408477842,2009-06-13 06:54:46,2009-06-13 06:54:46
Bersibot,1,1,1.0,0.00456621004566,2010-04-19 17:01:40,2010-04-19 17:01:40
Sambot,1,1,1.0,0.000798722044728,2009-05-16 06:53:23,2009-05-16 06:53:23
PorthosBot,1,1,1.0,0.000502512562814,2006-03-29 05:45:11,2006-03-29 05:45:11
Mobius Bot,1,1,1.0,0.00106723585912,2010-11-13 12:54:29,2010-11-13 12:54:29
Hobotheclown,1,1,1.0,0.000798722044728,2010-10-13 05:21:02,2010-10-13 05:21:02
R0botocracy,1,1,1.0,0.00473933649289,2007-02-22 17:43:30,2007-02-22 17:43:30
Bottlesd,1,1,1.0,0.000380662352493,2014-11-15 08:56:11,2014-11-15 08:56:11
Bottylad,1,1,1.0,0.000174550532379,2008-03-07 13:37:52,2008-03-07 13:37:52
OpenlibraryBot,1,1,1.0,0.000261643118786,2010-11-20 04:11:04,2010-11-20 04:11:04
Analphabot,1,1,1.0,0.000146455770357,2011-07-09 11:48:46,2011-07-09 11:48:46
Robotron35,1,1,1.0,0.000275103163686,2006-02-27 00:07:47,2006-02-27 00:07:47
Why bother,1,1,1.0,0.000187230855645,2006-09-25 21:54:29,2006-09-25 21:54:29
