,revisions,edited pages,revisions/page,mean contribution,first activity,last activity
AMbot,1,1,1.0,0.0062893081761,2007-07-26 23:26:12,2007-07-26 23:26:12
DirlBot,1,1,1.0,0.00299401197605,2008-12-20 20:53:52,2008-12-20 20:53:52
Theo's Little Bot,1,1,1.0,0.0018315018315,2013-09-16 00:02:22,2013-09-16 00:02:22
Zxabot,1,1,1.0,0.00298507462687,2008-09-28 20:25:28,2008-09-28 20:25:28
RscprinterBot,1,1,1.0,0.00126422250316,2012-07-02 15:28:00,2012-07-02 15:28:00
Robotukas11,1,1,1.0,0.000869565217391,2014-12-29 12:29:21,2014-12-29 12:29:21
Full-date unlinking bot,1,1,1.0,0.0102040816327,2009-12-13 14:26:25,2009-12-13 14:26:25
BetacommandBot,1,1,1.0,0.000228780599405,2006-05-30 01:52:06,2006-05-30 01:52:06
EjsBot,1,1,1.0,0.00121802679659,2008-04-10 23:24:23,2008-04-10 23:24:23
FANSTARbot,1,1,1.0,0.00819672131148,2007-04-29 09:32:15,2007-04-29 09:32:15
RJBotting,1,1,1.0,0.000757575757576,2010-03-08 18:41:38,2010-03-08 18:41:38
Clubbota,1,1,1.0,0.00031887755102,2008-07-31 23:31:35,2008-07-31 23:31:35
Manubot,1,1,1.0,0.0042735042735,2011-07-12 18:20:05,2011-07-12 18:20:05
SteenthIWbot,1,1,1.0,0.00591715976331,2012-10-29 08:28:39,2012-10-29 08:28:39
MenoBot,1,1,1.0,0.000757575757576,2013-06-08 08:53:08,2013-06-08 08:53:08
Rameshngbot,1,1,1.0,0.00066181336863,2009-08-14 02:22:05,2009-08-14 02:22:05
ElMeBot,1,1,1.0,0.00031887755102,2008-03-05 13:14:17,2008-03-05 13:14:17
CeraBot,1,1,1.0,0.000893655049151,2012-04-15 05:30:16,2012-04-15 05:30:16
Riccardobot,1,1,1.0,0.000228780599405,2006-11-29 16:19:21,2006-11-29 16:19:21
JL-Bot,1,1,1.0,0.030303030303,2009-12-10 21:49:30,2009-12-10 21:49:30
Ginosbot,1,1,1.0,0.0027397260274,2008-05-02 17:30:38,2008-05-02 17:30:38
Huzzlet the bot,1,1,1.0,0.000484966052376,2007-03-04 04:34:50,2007-03-04 04:34:50
AmphBot,1,1,1.0,0.00282485875706,2009-06-01 20:32:54,2009-06-01 20:32:54
Nexbot486,1,1,1.0,0.00031887755102,2008-12-07 17:44:38,2008-12-07 17:44:38
HedonismBot2911,1,1,1.0,0.000893655049151,2008-12-18 04:55:39,2008-12-18 04:55:39
LSG1-Bot,1,1,1.0,0.00120627261761,2009-11-04 18:48:14,2009-11-04 18:48:14
WarddrBOT,1,1,1.0,0.00423728813559,2007-03-28 14:49:39,2007-03-28 14:49:39
Bean49Bot,1,1,1.0,0.0105263157895,2011-02-13 13:28:02,2011-02-13 13:28:02
CobraBot,1,1,1.0,0.00277777777778,2010-01-11 03:45:05,2010-01-11 03:45:05
DarafshBot,1,1,1.0,0.00444444444444,2012-12-15 03:29:14,2012-12-15 03:29:14
UsbBot,1,1,1.0,0.00280112044818,2010-12-27 01:26:35,2010-12-27 01:26:35
ViskonBot,1,1,1.0,0.000228780599405,2009-03-20 16:24:30,2009-03-20 16:24:30
Robotman1974,1,1,1.0,0.05,2006-09-30 16:57:33,2006-09-30 16:57:33
AVBOT,1,1,1.0,0.000392772977219,2010-04-05 00:45:49,2010-04-05 00:45:49
LawBot,1,1,1.0,0.00558659217877,2009-10-09 06:47:04,2009-10-09 06:47:04
MadmanBot,1,1,1.0,0.000228780599405,2007-08-06 15:56:41,2007-08-06 15:56:41
FiriBot,1,1,1.0,0.00265957446809,2008-06-15 17:41:50,2008-06-15 17:41:50
BlevintronBot,1,1,1.0,0.000228780599405,2012-04-21 15:44:53,2012-04-21 15:44:53
TARBOT,1,1,1.0,0.00126422250316,2006-12-21 11:31:14,2006-12-21 11:31:14
SoxBot,1,1,1.0,0.00847457627119,2007-11-18 02:51:49,2007-11-18 02:51:49
MonoBot,1,1,1.0,0.000271739130435,2008-03-12 02:49:29,2008-03-12 02:49:29
SantoshBot,1,1,1.0,0.0018018018018,2012-12-17 13:52:45,2012-12-17 13:52:45
GurchBot,1,1,1.0,0.00146627565982,2006-10-24 11:01:42,2006-10-24 11:01:42
JustinTalbot,1,1,1.0,0.00197238658777,2007-11-22 00:18:02,2007-11-22 00:18:02
MGA73bot,1,1,1.0,0.000673854447439,2012-02-26 16:01:28,2012-02-26 16:01:28
Xenobot,1,1,1.0,0.00229357798165,2009-01-24 02:36:09,2009-01-24 02:36:09
MrVanBot,1,1,1.0,0.0016393442623,2008-12-24 17:03:15,2008-12-24 17:03:15
Citation bot 4,1,1,1.0,0.000499750124938,2014-02-02 18:50:16,2014-02-02 18:50:16
El bot de la dieta,1,1,1.0,0.0049504950495,2007-12-21 22:55:19,2007-12-21 22:55:19
Hxhbot,1,1,1.0,0.00146627565982,2007-07-27 17:38:28,2007-07-27 17:38:28
CountryBot,1,1,1.0,0.00297619047619,2011-03-23 23:55:19,2011-03-23 23:55:19
Robotdog2000,1,1,1.0,0.000271739130435,2012-09-09 11:00:37,2012-09-09 11:00:37
AloysiusLiliusBot,1,1,1.0,0.00403225806452,2008-09-09 07:11:40,2008-09-09 07:11:40
BendelacBOT,1,1,1.0,0.00549450549451,2012-03-07 12:23:59,2012-03-07 12:23:59
Tomabbott,1,1,1.0,0.000813008130081,2007-05-08 13:18:39,2007-05-08 13:18:39
